category,question,answer,difficulty,grade_level,source,keyword_tag
Physics,What is Coulomb's law?,The force between two charges is proportional to the product of charges and inversely proportional to the square of distance.,Intermediate,Class 12,NCERT,Coulomb law(variant D)
Physics,What is an electric field?,Electric field is the region around a charged particle where another charge experiences a force.,Intermediate,Class 12,NCERT,Electric field(variant D)
Physics,What is capacitance?,Capacitance is the ability of a system to store electric charge. Unit is Farad.,Intermediate,Class 12,NCERT,Capacitance(variant D)
Physics,What is a semiconductor?,A semiconductor is a material whose conductivity lies between a conductor and an insulator.,Intermediate,Class 12,NCERT,Semiconductor(variant D)
Physics,What is a p-n junction?,A p-n junction is formed when p-type and n-type semiconductors are joined together.,Advanced,Class 12,NCERT,PN junction(variant D)
Physics,What is thermodynamics?,Thermodynamics is the branch of physics dealing with heat energy and its conversion to other forms.,Intermediate,Class 11,NCERT,Thermodynamics(variant D)
Physics,What is the first law of thermodynamics?,Energy cannot be created or destroyed; the total energy of an isolated system is constant.,Intermediate,Class 11,NCERT,First law thermo(variant D)
Physics,What is the second law of thermodynamics?,Heat flows naturally from a hot body to a cold body and not the other way around.,Intermediate,Class 11,NCERT,Second law thermo(variant D)
Physics,What is entropy?,Entropy is a measure of the disorder or randomness of a system.,Advanced,Class 11,NCERT,Entropy(variant D)
Physics,What is absolute zero?,Absolute zero is the lowest possible temperature: 0 Kelvin or -273.15 degrees Celsius.,Intermediate,Class 11,NCERT,Absolute zero(variant D)
Physics,What is the refractive index?,Refractive index is the ratio of the speed of light in vacuum to the speed of light in a medium.,Intermediate,Class 10,NCERT,Refractive index(variant D)
Physics,What is dispersion of light?,Dispersion is the splitting of white light into its component colours when it passes through a prism.,Basic,Class 10,NCERT,Light dispersion(variant D)
Physics,What is polarization of light?,Polarization is the restriction of vibration of light waves to a single plane.,Advanced,Class 12,NCERT,Polarization(variant D)
Physics,What is diffraction?,Diffraction is the bending of waves around obstacles or through openings.,Advanced,Class 12,NCERT,Diffraction(variant D)
Physics,What is interference?,Interference is the phenomenon where two waves superpose to form a resultant wave.,Advanced,Class 12,NCERT,Interference(variant D)
Physics,What is Young's double slit experiment?,An experiment demonstrating the wave nature of light through interference patterns.,Advanced,Class 12,NCERT,Young double slit(variant D)
Physics,What is the escape velocity of Earth?,The escape velocity of Earth is approximately 11.2 km/s.,Intermediate,Class 11,NCERT,Escape velocity(variant D)
Physics,What is orbital velocity?,Orbital velocity is the minimum velocity needed to keep a satellite in orbit around Earth.,Intermediate,Class 11,NCERT,Orbital velocity(variant D)
Physics,What is Kepler's first law?,Planets move in elliptical orbits with the Sun at one focus.,Intermediate,Class 11,NCERT,Kepler first(variant D)
Physics,What is Kepler's second law?,A planet sweeps equal areas in equal time intervals as it orbits the Sun.,Intermediate,Class 11,NCERT,Kepler second(variant D)
Physics,What is Kepler's third law?,The square of a planet's orbital period is proportional to the cube of its orbital radius.,Advanced,Class 11,NCERT,Kepler third(variant D)
Physics,What is moment of inertia?,Moment of inertia is the rotational equivalent of mass; it resists angular acceleration.,Advanced,Class 11,NCERT,Moment of inertia(variant D)
Physics,What is angular momentum?,Angular momentum is the product of moment of inertia and angular velocity.,Advanced,Class 11,NCERT,Angular momentum(variant D)
Physics,What is a wave?,A wave is a disturbance that transfers energy through a medium without transferring matter.,Basic,Class 9,NCERT,Wave(variant D)
Physics,What is wavelength?,Wavelength is the distance between two consecutive crests or troughs of a wave.,Basic,Class 9,NCERT,Wavelength(variant D)
Physics,What is amplitude?,Amplitude is the maximum displacement of a wave from its equilibrium position.,Basic,Class 9,NCERT,Amplitude(variant D)
Physics,What is the relationship between speed frequency and wavelength?,Speed equals frequency multiplied by wavelength (v = f x lambda).,Basic,Class 9,NCERT,Wave equation(variant D)
Physics,What is ultrasound?,Ultrasound refers to sound waves with frequency above 20000 Hz inaudible to humans.,Intermediate,Class 9,NCERT,Ultrasound(variant D)
Physics,What is infrasound?,Infrasound refers to sound waves with frequency below 20 Hz inaudible to humans.,Intermediate,Class 9,NCERT,Infrasound(variant D)
Physics,What is the audible range of human hearing?,Humans can hear sounds in the frequency range of 20 Hz to 20000 Hz.,Basic,Class 9,NCERT,Audible range(variant D)
Physics,What is a magnetic field?,A magnetic field is the region around a magnet where magnetic forces are experienced.,Basic,Class 10,NCERT,Magnetic field(variant D)
Physics,What is electromagnetic induction?,The production of an electric current in a conductor due to a changing magnetic field.,Intermediate,Class 10,NCERT,EM induction(variant D)
Physics,Who discovered electromagnetic induction?,Michael Faraday discovered electromagnetic induction in 1831.,Intermediate,Class 10,NCERT,Faraday(variant D)
Physics,What is a generator?,A generator converts mechanical energy into electrical energy using electromagnetic induction.,Basic,Class 10,NCERT,Generator(variant D)
Physics,What is a motor?,An electric motor converts electrical energy into mechanical energy.,Basic,Class 10,NCERT,Motor(variant D)
Physics,What is the greenhouse effect?,The trapping of heat in Earth's atmosphere by greenhouse gases like CO2 and methane.,Basic,Class 10,NCERT,Greenhouse effect(variant D)
Physics,What is global warming?,The gradual increase in Earth's average temperature due to increased greenhouse gas emissions.,Basic,Class 10,NCERT,Global warming(variant D)
Physics,What is ozone?,Ozone is a molecule made of three oxygen atoms (O3) that forms a protective layer in the stratosphere.,Basic,Class 10,NCERT,Ozone(variant D)
Physics,What causes depletion of the ozone layer?,Chlorofluorocarbons (CFCs) released from refrigerants and sprays destroy ozone molecules.,Intermediate,Class 10,NCERT,Ozone depletion(variant D)
Physics,What is renewable energy?,Energy from naturally replenishing sources like solar wind water and geothermal heat.,Basic,Class 10,NCERT,Renewable energy(variant D)
Physics,What is solar energy?,Energy obtained from the Sun's radiation; converted using solar panels (photovoltaic cells).,Basic,Class 10,NCERT,Solar energy(variant D)
Chemistry,What is the atomic number of hydrogen?,The atomic number of hydrogen is 1.,Basic,Class 9,NCERT,Hydrogen(variant D)
Chemistry,What is the atomic number of carbon?,The atomic number of carbon is 6.,Basic,Class 9,NCERT,Carbon(variant D)
Chemistry,What is the atomic number of oxygen?,The atomic number of oxygen is 8.,Basic,Class 9,NCERT,Oxygen(variant D)
Chemistry,What is the atomic number of nitrogen?,The atomic number of nitrogen is 7.,Basic,Class 9,NCERT,Nitrogen(variant D)
Chemistry,What is the atomic number of iron?,The atomic number of iron is 26.,Basic,Class 10,NCERT,Iron(variant D)
Chemistry,What is the atomic number of gold?,The atomic number of gold is 79.,Intermediate,Class 10,NCERT,Gold(variant D)
Chemistry,What is the atomic number of sodium?,The atomic number of sodium is 11.,Basic,Class 10,NCERT,Sodium(variant D)
Chemistry,What is the chemical formula of water?,The chemical formula of water is H2O.,Basic,Class 7,NCERT,Water formula(variant D)
Chemistry,What is the chemical formula of carbon dioxide?,The chemical formula of carbon dioxide is CO2.,Basic,Class 8,NCERT,CO2(variant D)
Chemistry,What is the chemical formula of table salt?,The chemical formula of table salt (sodium chloride) is NaCl.,Basic,Class 9,NCERT,NaCl(variant D)
Chemistry,What is the chemical formula of ammonia?,The chemical formula of ammonia is NH3.,Basic,Class 10,NCERT,Ammonia(variant D)
Chemistry,What is the chemical formula of sulphuric acid?,The chemical formula of sulphuric acid is H2SO4.,Basic,Class 10,NCERT,Sulphuric acid(variant D)
Chemistry,What is the chemical formula of hydrochloric acid?,The chemical formula of hydrochloric acid is HCl.,Basic,Class 10,NCERT,HCl(variant D)
Chemistry,What is the chemical formula of nitric acid?,The chemical formula of nitric acid is HNO3.,Basic,Class 10,NCERT,HNO3(variant D)
Chemistry,What is pH?,pH is a measure of the hydrogen ion concentration in a solution. pH 7 is neutral below 7 is acidic above 7 is basic.,Basic,Class 10,NCERT,pH scale(variant D)
Chemistry,What is an acid?,An acid is a substance that donates hydrogen ions (H+) in solution and has pH less than 7.,Basic,Class 10,NCERT,Acid(variant D)
Chemistry,What is a base?,A base is a substance that accepts hydrogen ions or donates hydroxide ions (OH-) with pH greater than 7.,Basic,Class 10,NCERT,Base(variant D)
Chemistry,What is a neutral solution?,A neutral solution has a pH of exactly 7 like pure water.,Basic,Class 10,NCERT,Neutral(variant D)
Chemistry,What is an indicator?,An indicator is a substance that changes colour to show whether a solution is acidic basic or neutral.,Basic,Class 10,NCERT,Indicator(variant D)
Chemistry,What is litmus?,Litmus is a natural indicator that turns red in acid and blue in base.,Basic,Class 10,NCERT,Litmus(variant D)
Chemistry,What is the periodic table?,The periodic table is an arrangement of elements in order of increasing atomic number showing recurring properties.,Basic,Class 10,NCERT,Periodic table(variant D)
Chemistry,Who created the modern periodic table?,Dmitri Mendeleev created the periodic table in 1869 arranging elements by atomic mass.,Basic,Class 10,NCERT,Mendeleev(variant D)
Chemistry,What are periods in the periodic table?,Periods are horizontal rows in the periodic table. There are 7 periods.,Basic,Class 10,NCERT,Periods(variant D)
Chemistry,What are groups in the periodic table?,Groups are vertical columns in the periodic table. There are 18 groups.,Basic,Class 10,NCERT,Groups(variant D)
Chemistry,What are alkali metals?,Alkali metals are Group 1 elements (Li Na K Rb Cs Fr) that are highly reactive soft metals.,Intermediate,Class 10,NCERT,Alkali metals(variant D)
Chemistry,What are halogens?,Halogens are Group 17 elements (F Cl Br I At) that are highly reactive nonmetals.,Intermediate,Class 10,NCERT,Halogens(variant D)
