s_no,category,question,answer,difficulty,grade_level,source,keyword_tag
2656,Mathematics,What is 41 multiplied by 68?,2788,Basic,Class 7,CDC Nepal,Multiplication
2657,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Basic,Class 7,NCERT,Mensuration
2658,Mathematics,What is the sum of 11 and 92?,103,Medium,Class 9,Nepal Curriculum,Addition
2659,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,NCERT,Mensuration
2660,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,Nepal Curriculum,Mensuration
2661,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,Nepal Curriculum,Coordinate Geometry
2662,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,NCERT,Commercial Mathematics
2663,Mathematics,What is 15 multiplied by 23?,345,Advanced,Class 8,CBSE,Multiplication
2664,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,Nepal Curriculum,Linear Equations
2665,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,CBSE,Linear Equations
2666,Mathematics,What is the area of a rectangle with length 14 cm and width 4 cm?,56 cm²,Advanced,Class 7,CDC Nepal,Mensuration
2667,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CBSE,Geometry
2668,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CBSE,Trigonometry
2669,Mathematics,What is 77 multiplied by 52?,4004,Basic,Class 6,Nepal Curriculum,Multiplication
2670,Mathematics,What is the area of a rectangle with length 7 cm and width 8 cm?,56 cm²,Advanced,Class 7,NCERT,Mensuration
2671,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Advanced,Class 8,CBSE,Commercial Mathematics
2672,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 11,Nepal Curriculum,HCF and LCM
2673,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,CDC Nepal,Circles
2674,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 6,Nepal Curriculum,Mensuration
2675,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,CDC Nepal,HCF and LCM
2676,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Medium,Class 8,CDC Nepal,Commercial Mathematics
2677,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 11,Nepal Curriculum,Polygons
2678,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,CDC Nepal,Fractions and Decimals
2679,Mathematics,What is 63 multiplied by 77?,4851,Basic,Class 12,Nepal Curriculum,Multiplication
2680,Mathematics,What is 12 multiplied by 56?,672,Medium,Class 7,CDC Nepal,Multiplication
2681,Mathematics,Solve for x: 4x + 19 = 39,x = 5,Basic,Class 6,Nepal Curriculum,Linear Equations
2682,Mathematics,What is 38 multiplied by 17?,646,Medium,Class 10,Nepal Curriculum,Multiplication
2683,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,NCERT,HCF and LCM
2684,Mathematics,What is the area of a rectangle with length 13 cm and width 12 cm?,156 cm²,Medium,Class 9,NCERT,Mensuration
2685,Mathematics,What is the sum of 28 and 20?,48,Basic,Class 10,NCERT,Addition
2686,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,Nepal Curriculum,Linear Equations
2687,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 7,NCERT,Linear Equations
2688,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,NCERT,HCF and LCM
2689,Mathematics,What is 64 minus 97?,-33,Advanced,Class 7,CBSE,Subtraction
2690,Mathematics,Solve for x: 4x + 7 = 31,x = 6,Medium,Class 10,CDC Nepal,Linear Equations
2691,Mathematics,Solve for x: 3x + 17 = 23,x = 2,Basic,Class 7,Nepal Curriculum,Linear Equations
2692,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Advanced,Class 10,CDC Nepal,Triangles
2693,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,CDC Nepal,Polygons
2694,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Advanced,Class 9,Nepal Curriculum,Statistics
2695,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CBSE,Geometry
2696,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
2697,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CBSE,Trigonometry
2698,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
2699,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CDC Nepal,Coordinate Geometry
2700,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,NCERT,Circles
2701,Mathematics,What is the area of a rectangle with length 8 cm and width 15 cm?,120 cm²,Medium,Class 12,CDC Nepal,Mensuration
2702,Mathematics,Solve for x: 2x + 21 = 55,x = 17,Basic,Class 7,Nepal Curriculum,Linear Equations
2703,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,NCERT,Circles
2704,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,NCERT,HCF and LCM
2705,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 6,Nepal Curriculum,Polygons
2706,Mathematics,Solve for x: 4x + 14 = 34,x = 5,Basic,Class 7,CBSE,Linear Equations
2707,Mathematics,What is the sum of 88 and 87?,175,Basic,Class 9,Nepal Curriculum,Addition
2708,Mathematics,What is the sum of 49 and 80?,129,Basic,Class 9,CDC Nepal,Addition
2709,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CDC Nepal,Circles
2710,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,NCERT,Coordinate Geometry
2711,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Medium,Class 8,CBSE,Triangles
2712,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 9,CDC Nepal,Coordinate Geometry
2713,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,Nepal Curriculum,Algebra
2714,Mathematics,Solve for x: 5x + 13 = 83,x = 14,Medium,Class 10,NCERT,Linear Equations
2715,Mathematics,What is the area of a rectangle with length 11 cm and width 3 cm?,33 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
2716,Mathematics,What is the area of a rectangle with length 4 cm and width 6 cm?,24 cm²,Medium,Class 8,CDC Nepal,Mensuration
2717,Mathematics,Solve for x: 5x + 8 = 98,x = 18,Medium,Class 11,NCERT,Linear Equations
2718,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CDC Nepal,Geometry
2719,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CBSE,Circles
2720,Mathematics,What is 68 multiplied by 14?,952,Basic,Class 9,Nepal Curriculum,Multiplication
2721,Mathematics,Solve for x: 5x + 6 = 16,x = 2,Basic,Class 7,CBSE,Linear Equations
2722,Mathematics,What is 12 minus 97?,-85,Basic,Class 9,CBSE,Subtraction
2723,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
2724,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
2725,Mathematics,What is 16 minus 21?,-5,Basic,Class 10,CBSE,Subtraction
2726,Mathematics,Solve for x: 5x + 20 = 90,x = 14,Basic,Class 8,Nepal Curriculum,Linear Equations
2727,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 9,Nepal Curriculum,Fractions and Decimals
2728,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CBSE,Coordinate Geometry
2729,Mathematics,What is 68 minus 28?,40,Advanced,Class 12,CBSE,Subtraction
2730,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,NCERT,Linear Equations
2731,Mathematics,What is the area of a rectangle with length 12 cm and width 4 cm?,48 cm²,Basic,Class 12,NCERT,Mensuration
2732,Mathematics,What is the value of sin 30°?,01-Feb,Medium,Class 10,Nepal Curriculum,Trigonometry
2733,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 7,NCERT,Coordinate Geometry
2734,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Basic,Class 9,CBSE,Statistics
2735,Mathematics,What is the area of a rectangle with length 10 cm and width 9 cm?,90 cm²,Basic,Class 12,CDC Nepal,Mensuration
2736,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,CBSE,Fractions and Decimals
2737,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,CBSE,Quadratic Equations
2738,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
2739,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,NCERT,Linear Equations
2740,Mathematics,What is the area of a rectangle with length 12 cm and width 9 cm?,108 cm²,Basic,Class 12,NCERT,Mensuration
2741,Mathematics,What is the area of a rectangle with length 11 cm and width 12 cm?,132 cm²,Advanced,Class 12,NCERT,Mensuration
2742,Mathematics,What is 68 minus 80?,-12,Medium,Class 12,NCERT,Subtraction
2743,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CDC Nepal,Commercial Mathematics
2744,Mathematics,What is 57 multiplied by 38?,2166,Advanced,Class 12,CBSE,Multiplication
2745,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,CDC Nepal,Mensuration
2746,Mathematics,What is 29 multiplied by 57?,1653,Medium,Class 6,CBSE,Multiplication
2747,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,CDC Nepal,Coordinate Geometry
2748,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,NCERT,Polygons
2749,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 10,Nepal Curriculum,Circles
2750,Mathematics,Solve for x: 3x + 21 = 33,x = 4,Basic,Class 8,NCERT,Linear Equations
2751,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 12,CBSE,Quadratic Equations
2752,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,NCERT,Mensuration
2753,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Basic,Class 10,CDC Nepal,Mensuration
2754,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,CBSE,HCF and LCM
2755,Mathematics,What is the number of sides in a hexagon?,6,Basic,Class 6,Nepal Curriculum,Polygons
2756,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Advanced,Class 7,CBSE,Linear Equations
2757,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,NCERT,HCF and LCM
2758,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
2759,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
2760,Mathematics,What is the sum of 12 and 62?,74,Basic,Class 12,CDC Nepal,Addition
2761,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 6,Nepal Curriculum,Linear Equations
2762,Mathematics,What is the smallest prime number?,2,Basic,Class 6,NCERT,Prime Numbers
2763,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 7,NCERT,Circles
2764,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,NCERT,Mensuration
2765,Mathematics,What is the sum of 56 and 24?,80,Advanced,Class 10,NCERT,Addition
2766,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 7,CDC Nepal,Probability
2767,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CBSE,Commercial Mathematics
2768,Mathematics,What is the area of a rectangle with length 10 cm and width 9 cm?,90 cm²,Medium,Class 11,CDC Nepal,Mensuration
2769,Mathematics,What is the area of a rectangle with length 14 cm and width 7 cm?,98 cm²,Basic,Class 8,CDC Nepal,Mensuration
2770,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,Nepal Curriculum,Coordinate Geometry
2771,Mathematics,Solve for x: 4x + 24 = 60,x = 9,Medium,Class 9,NCERT,Linear Equations
2772,Mathematics,Solve for x: 5x + 10 = 25,x = 3,Medium,Class 9,NCERT,Linear Equations
2773,Mathematics,Solve for x: 4x + 17 = 85,x = 17,Basic,Class 8,NCERT,Linear Equations
2774,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 7,Nepal Curriculum,Circles
2775,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
2776,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CBSE,Circles
2777,Mathematics,Solve for x: 3x + 22 = 55,x = 11,Medium,Class 11,NCERT,Linear Equations
2778,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
2779,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,NCERT,Mensuration
2780,Mathematics,Solve for x: 3x + 11 = 44,x = 11,Medium,Class 11,NCERT,Linear Equations
2781,Mathematics,Solve for x: 5x + 10 = 30,x = 4,Medium,Class 9,CBSE,Linear Equations
2782,Mathematics,Solve for x: 2x + 19 = 57,x = 19,Basic,Class 7,CBSE,Linear Equations
2783,Mathematics,What is the value of π approximately to two decimal places?,3.14,Basic,Class 9,NCERT,Circles
2784,Mathematics,What is the smallest prime number?,2,Basic,Class 6,NCERT,Prime Numbers
2785,Mathematics,Solve for x: 5x + 7 = 67,x = 12,Medium,Class 9,CBSE,Linear Equations
2786,Mathematics,What is the area of a rectangle with length 10 cm and width 10 cm?,100 cm²,Medium,Class 6,NCERT,Mensuration
2787,Mathematics,What is the sum of 11 and 27?,38,Basic,Class 10,CBSE,Addition
2788,Mathematics,What is 34 multiplied by 57?,1938,Medium,Class 11,NCERT,Multiplication
2789,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 12,NCERT,Linear Equations
2790,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CBSE,Algebra
2791,Mathematics,What is the area of a rectangle with length 5 cm and width 12 cm?,60 cm²,Medium,Class 12,CDC Nepal,Mensuration
2792,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CDC Nepal,Circles
2793,Mathematics,What is the area of a rectangle with length 13 cm and width 10 cm?,130 cm²,Basic,Class 11,CBSE,Mensuration
2794,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CBSE,Commercial Mathematics
2795,Mathematics,What is the area of a rectangle with length 6 cm and width 13 cm?,78 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
2796,Mathematics,What is 95 minus 37?,58,Medium,Class 6,CDC Nepal,Subtraction
2797,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CBSE,Geometry
2798,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Advanced,Class 8,Nepal Curriculum,Mensuration
2799,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 9,Nepal Curriculum,Statistics
2800,Mathematics,Solve for x: 2x + 9 = 29,x = 10,Basic,Class 7,CDC Nepal,Linear Equations
2801,Mathematics,What is 68 minus 33?,35,Basic,Class 11,NCERT,Subtraction
2802,Mathematics,Solve for x: 2x + 16 = 52,x = 18,Medium,Class 10,CDC Nepal,Linear Equations
2803,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,CBSE,Circles
2804,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,NCERT,Mensuration
2805,Mathematics,Solve for x: 3x + 24 = 63,x = 13,Medium,Class 11,CBSE,Linear Equations
2806,Mathematics,What is the sum of 16 and 92?,108,Advanced,Class 9,NCERT,Addition
2807,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 7,CBSE,Linear Equations
2808,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 6,NCERT,Fractions and Decimals
2809,Mathematics,Solve for x: 3x + 28 = 40,x = 4,Medium,Class 11,CBSE,Linear Equations
2810,Mathematics,What is the area of a rectangle with length 14 cm and width 12 cm?,168 cm²,Basic,Class 7,CBSE,Mensuration
2811,Mathematics,What is the area of a rectangle with length 14 cm and width 6 cm?,84 cm²,Basic,Class 6,Nepal Curriculum,Mensuration
2812,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
2813,Mathematics,Solve for x: 3x + 13 = 16,x = 1,Basic,Class 7,NCERT,Linear Equations
2814,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,CDC Nepal,Prime Numbers
2815,Mathematics,What is 12 multiplied by 82?,984,Basic,Class 9,CBSE,Multiplication
2816,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 10,NCERT,Geometry
2817,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Advanced,Class 9,NCERT,Circles
2818,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,Nepal Curriculum,Circles
2819,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 7,Nepal Curriculum,Geometry
2820,Mathematics,Find the value of tan 45°.,1,Advanced,Class 10,CDC Nepal,Trigonometry
2821,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 11,NCERT,Circles
2822,Mathematics,What is the area of a rectangle with length 6 cm and width 12 cm?,72 cm²,Basic,Class 12,CDC Nepal,Mensuration
2823,Mathematics,Solve for x: 2x + 28 = 60,x = 16,Medium,Class 10,CDC Nepal,Linear Equations
2824,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
2825,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
2826,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 9,CDC Nepal,Triangles
2827,Mathematics,What is the area of a rectangle with length 13 cm and width 4 cm?,52 cm²,Advanced,Class 7,Nepal Curriculum,Mensuration
2828,Mathematics,What is the sum of 98 and 52?,150,Advanced,Class 11,NCERT,Addition
2829,Mathematics,What is the area of a rectangle with length 15 cm and width 11 cm?,165 cm²,Advanced,Class 9,CDC Nepal,Mensuration
2830,Mathematics,Solve for x: 2x + 15 = 23,x = 4,Basic,Class 7,Nepal Curriculum,Linear Equations
2831,Mathematics,What is 50 multiplied by 58?,2900,Advanced,Class 6,NCERT,Multiplication
2832,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CDC Nepal,Coordinate Geometry
2833,Mathematics,What is the area of a rectangle with length 12 cm and width 12 cm?,144 cm²,Medium,Class 8,Nepal Curriculum,Mensuration
2834,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,CDC Nepal,Prime Numbers
2835,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CDC Nepal,Algebra
2836,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
2837,Mathematics,Solve for x: 5x + 25 = 120,x = 19,Basic,Class 8,Nepal Curriculum,Linear Equations
